config,scenario,nlos_bias_ns,nlos_probability,num_sim,tof_bias_pred,tof_bias_sim,tof_bias_ci_low,tof_bias_ci_up,tof_std_pred,tof_std_sim,tof_std_ci_low,tof_std_ci_up,tdoa_bias_pred,tdoa_bias_sim,tdoa_bias_ci_low,tdoa_bias_ci_up,tdoa_std_pred,tdoa_std_sim,tdoa_std_ci_low,tdoa_std_ci_up,tof_bias_dev,tof_std_rel_dev,tof_bias_in_ci,tof_std_in_ci,tdoa_bias_dev,tdoa_std_rel_dev,tdoa_bias_in_ci,tdoa_std_in_ci
symmetric_sigma,B,1.0,1.0,20000,0.0,-0.002047702277014293,-0.013303195842365001,0.009207791288336414,0.6123724356957946,0.6179040062830474,0.6100404059493346,0.6259590563800245,1.0,0.9834455915637045,0.9583763330354493,1.0085148500919596,1.3693063937629155,1.3762519776867412,1.3587374521278104,1.3941929175634966,-0.002047702277014293,0.009033016943304606,True,True,-0.01655440843629552,0.005072337320166209,True,True
symmetric_sigma,B,2.0,0.125,20000,0.0,0.003090612659735906,-0.00816617065250074,0.014347395971972552,0.6123724356957946,0.6179748107984857,0.6101103093888687,0.6260307839092532,0.25,0.2336801261185384,0.20732994141465202,0.2600303108224248,1.4469796128487782,1.4465722538327745,1.4281628149194294,1.4654298949146198,0.003090612659735906,0.009148640232843785,True,True,-0.01631987388146161,-0.00028152367344114193,True,True
symmetric_sigma,B,2.0,0.25,20000,0.0,-0.006420255977499377,-0.01763111985570379,0.004790607900705036,0.6123724356957946,0.6154539260331909,0.6076215060311713,0.6234770366720102,0.5,0.4974630224029196,0.4702789153628311,0.5246471294430081,1.5000000000000002,1.4923529163578264,1.4733608613270115,1.5118073581180334,-0.006420255977499377,0.005032052649291963,True,True,-0.002536977597080381,-0.005098055761449172,True,True
symmetric_sigma,B,2.0,0.375,20000,0.0,-0.002092880309686072,-0.013251168367374114,0.00906540774800197,0.6123724356957946,0.6125676190096861,0.6047719308699662,0.620553103500377,0.7500000000000001,0.7273720398191781,0.6994269974840456,0.7553170821543106,1.5309310892394863,1.5341267368126934,1.514603057734892,1.5541257457112982,-0.002092880309686072,0.00031873301689322453,True,True,-0.022627960180822027,0.0020873882538989808,True,True
symmetric_sigma,B,2.0,0.5,20000,0.0,-0.007144656548367318,-0.018303116292243418,0.004013803195508783,0.6123724356957946,0.612577044236826,0.6047812361493172,0.6205626515955934,1.0,1.0163216911235249,0.9884131666346604,1.0442302156123893,1.5411035007422442,1.532121980346098,1.5126238142985722,1.5520948550659202,-0.007144656548367318,0.00033412434836166405,True,True,0.016321691123524884,-0.005827980010311151,True,True
symmetric_sigma,B,2.0,0.625,20000,0.0,0.0038494785921418815,-0.007337226087500064,0.015036183271783826,0.6123724356957946,0.6141276345210805,0.6063120932352873,0.6221334555089757,1.25,1.2318549083304553,1.2037188713482994,1.2599909453126112,1.5309310892394863,1.5446119595964993,1.5249548429611754,1.5647476547666652,0.0038494785921418815,0.002866227679388711,True,True,-0.0181450916695447,0.008936307096493401,True,True
symmetric_sigma,B,2.0,0.75,20000,0.0,-0.0033510337085765254,-0.014486145270272014,0.007784077853118963,0.6123724356957946,0.6112952758963208,0.6035157799120637,0.6192641740120821,1.5000000000000002,1.484233109520482,1.4568983215948068,1.511567897446157,1.5000000000000002,1.5006249945509083,1.4815276669920336,1.5201872718382745,-0.0033510337085765254,-0.001758994586766205,True,True,-0.015766890479518292,0.0004166630339386135,True,True
symmetric_sigma,B,2.0,0.875,20000,0.0,-0.0006915514027711891,-0.011828098420131189,0.010444995614588812,0.6123724356957946,0.6113740795312564,0.6035935806723074,0.6193440049380221,1.7500000000000002,1.7604507363613096,1.7342598937803455,1.7866415789422736,1.4469796128487782,1.437824691093599,1.4195265758431133,1.4565682981905956,-0.0006915514027711891,-0.0016303087897869828,True,True,0.010450736361309332,-0.006326918274373705,True,True
symmetric_sigma,B,2.0,1.0,20000,0.0,0.005170439536988439,-0.006026836041944499,0.016367715115921375,0.6123724356957946,0.6147079556757233,0.6068850290783301,0.6227213417804093,2.0,1.9938692899871457,1.9689318117025523,2.018806768271739,1.3693063937629155,1.3690175068006138,1.351595048920636,1.3868641374888542,0.005170439536988439,0.0038138881566005534,True,True,-0.006130710012854257,-0.00021097320776231054,True,True
symmetric_sigma,B,4.0,0.125,20000,0.0,0.0013676101271942142,-0.009783142454092897,0.012518362708481324,0.6123724356957946,0.6121539364794307,0.6043635129666591,0.6201340281688585,0.5,0.5126420378880732,0.4825756025418539,0.5427084732342925,1.6583123951777,1.6505869553575856,1.6295811745227125,1.6721041497431677,0.0013676101271942142,-0.00035680772619295364,True,True,0.012642037888073165,-0.004658615495234497,True,True
